,sink_pre_siz,source_suc_siz,Common_Following,Common_Follower,Common_Following_With_Sink_Followers,Common_follower_with_source_followings,Jaccard_coefficient,Adamic_adar_index,Cn_soundarajan_hopcroft,Ra_index_soundarajan_hopcroft,Label
323,157,3946,0,80,1606.803797,64.32100329,0.020312113,9.209806748,146,0.013312979,1
324,99,3946,0,80,2280.29,57.77273879,0.020608193,9.418188588,154,0.014970186,1
325,104,3946,0,80,2152.590476,57.26425133,0.020838564,9.614833269,157,0.017415254,1
326,82,3946,0,68,2305.289157,48.47707119,0.017358491,7.81746881,128,0.011255875,1
327,108,3946,0,87,2278.944954,62.93514061,0.022613065,10.26411614,166,0.015534855,1
328,1,1158,0,0,37.5,0.064710958,0,0,0,0,1
329,13,1158,0,1,73,0.881794651,0.001682086,0.310763932,3,0.000276014,1
330,50,511,0,1,25.2745098,2.517578125,0.003521127,0.186434668,2,0,1
331,87,511,0,4,28.36363636,4.875,0.011666667,0.656590044,7,0,1
332,475,704,0,20,67.92226891,45.85957447,0.025043178,2.84999377,29,0,1
333,17,445,0,4,39.88888889,1.609865471,0.00862069,0.531555007,8,0.00274983,1
334,3,445,0,0,27,0.242152466,0,0,0,0,1
335,26,9418,0,15,1851.259259,5.306720459,0.00168723,1.423151818,16,0,1
336,39,9418,0,9,821.275,3.487737552,0.00105241,0.945443696,10,0,1
337,106,9418,0,34,1396.205607,15.86091942,0.00408805,3.726004709,39,0,1
338,41,9418,0,23,902.4047619,4.023887886,0.002528978,2.671897765,24,0,1
339,48,9418,0,18,1433.22449,7.455993205,0.002105042,1.937405728,20,0,1
340,34,9418,0,22,1170.942857,4.351098843,0.002319452,2.476622447,22,0,1
341,400,9418,0,110,866.3890274,36.88523198,0.012615385,12.34865878,123,0,1
342,80,9418,0,24,1219.666667,10.48869307,0.002623846,2.389763435,25,0,1
343,23,9418,0,10,1355.875,3.454825353,0.001054185,0.975944713,10,0,1
344,51,9418,0,25,1278.307692,7.057224758,0.002843003,2.736759652,27,0,1
345,9,9418,0,3,321.7,0.341543688,0.000316489,0.342001825,3,0,1
346,1,9418,0,1,666,0.141416286,0.000105563,0.089771599,1,0,1
347,19,9418,0,7,484.65,1.029090137,0.000738007,0.80704974,7,0,1
348,84,9418,0,30,1417.458824,12.79159146,0.003254252,2.905481489,31,0,1
349,22,9418,0,15,755.7391304,1.845418834,0.001582278,1.730630456,15,0,1
350,120,9418,0,29,1128.628099,14.49877906,0.003766872,3.552461235,36,0,1
351,9,262,0,0,19,0.72243346,0,0,0,0,1
352,1106,835,438,69,124.936766,165.4366029,0.00692753,75.15088448,764,1.975726325,1
353,680,835,0,64,156.7400881,127.6794258,0.044107512,6.192271952,99,0.00142034,1
354,1,179,0,0,0,0,0,0,0,0,1
355,118,3914,0,46,1050.932773,31.9440613,0.013296538,5.838999237,88,0.009050435,1
356,1513,3914,2096,111,303.3157199,117.2975734,0.017334313,424.8597544,2100,0,1
357,12,3914,0,1,597.6153846,1.984418902,0.000254323,0.097480794,1,0,1
358,545,3914,0,83,543.8937729,75.85338442,0.019401963,8.19432314,85,0,1
359,181,3914,0,67,895.8516484,41.64623244,0.01811864,7.422178685,97,0.006137205,1
360,124,3914,0,38,808.128,25.80229885,0.009483404,3.554926381,38,0,1
361,512,3914,0,92,599.7699805,78.59054917,0.021193273,8.865908777,92,0,1
362,35,3914,0,15,789.4444444,7.259259259,0.003806141,1.371603862,15,0,1
363,40,3914,0,29,1232.560976,12.90804598,0.007375381,2.574318384,29,0,1
364,146,3914,0,44,864.8435374,32.47305236,0.012195122,5.229145255,76,0.006586118,1
365,18,1074,0,0,39.10526316,0.691162791,0,0,0,0,1
366,1,287,0,0,24.5,0.170138889,0,0,0,0,1
367,15,1132,0,3,136.0625,1.921447485,0.002601908,0.383661693,3,0,1
368,24,1132,0,2,30.8,0.67961165,0.002581756,0.437036673,4,0.000819001,1
369,19,131,0,4,21.8,3.303030303,0.025974026,0.549788264,8,0.003026287,1
370,22,1847,0,4,238.3913043,2.966991342,0.002047083,0.437195621,7,0.000515242,1
371,335,1847,0,82,389.7529762,70.86417749,0.039835165,8.569351054,151,0.003305609,1
372,205,263,8,5,27.47572816,21.43939394,0.039419087,2.881264614,36,0.036052021,1
373,141,2099,0,14,139.6619718,9.443809524,0.012488849,3.471879482,46,0.011603844,1
374,9,2099,0,3,307.3,1.463333333,0.001405152,0.311841897,3,0,1
375,62,2099,12,4,101.2857143,3.038571429,0.004911993,1.801164403,12,0,1
376,105,2099,0,10,202.3207547,10.21238095,0.012233802,3.514775765,49,0.022661484,1
377,423,2099,287,38,195.9410377,39.56142857,0.072774376,48.69394977,587,0.864543633,1
378,76,2099,0,13,222.3376623,8.152380952,0.007769653,1.99147339,17,0,1
379,483,2099,70,28,140.927686,32.48047619,0.052433044,19.37758858,266,0.176983704,1
380,107,2099,0,14,224.4814815,11.5447619,0.013140009,3.270508254,43,0.007339939,1
381,181,130,5,0,15.76923077,21.90839695,0.016574586,0.76989276,11,0.003728603,1
382,27,1996,0,6,275.3928571,3.861291938,0.002960039,0.542849399,6,0,1
383,270,1996,137,40,199.1697417,27.02804206,0.049673203,21.10738515,281,0.202414742,1
384,34,1996,0,4,250.0285714,4.38207311,0.002949853,0.682100445,6,0,1
385,48,72,0,0,6.06122449,4.068493151,0,0,0,0,1
386,67,4174,0,44,2350.117647,38.27736527,0.012372115,5.97353043,97,0.009799341,1
387,210,4174,0,67,1286.293839,65.00790419,0.018055556,8.820034375,142,0.012649075,1
388,104,4174,0,71,2344.6,58.96598802,0.019719648,9.628556812,160,0.016784426,1
389,78,4174,0,42,2009.898734,38.03161677,0.011859583,5.716314501,94,0.008791949,1
390,153,4174,0,53,1339.88961,49.42347305,0.01496376,7.140183717,114,0.009517402,1
391,195,4174,0,74,1475.377551,69.26323353,0.01977664,9.530799224,152,0.014026317,1
392,96,4174,0,60,2118.14433,49.21197605,0.016129032,7.811027977,129,0.012654646,1
393,28,4174,0,16,2045.62069,14.2091018,0.005005959,2.395243023,41,0.003573026,1
394,52,4174,0,5,802.509434,10.18754491,0.001180638,0.444562247,5,0,1
395,82,4174,0,63,2639.493976,52.47377246,0.017878427,8.664361627,141,0.016872656,1
396,193,4174,0,65,1396.340206,64.88383234,0.017417557,8.384270303,135,0.011826365,1
397,17,3333,0,5,488.8888889,2.639472106,0.001481043,0.471094938,5,0,1
398,201,3333,0,18,375.2326733,22.73455309,0.005925508,2.018785968,21,0,1
399,68,3333,0,12,380.2753623,7.870125975,0.003802281,1.388849932,13,0,1
400,43,3333,0,7,515.8409091,6.807738452,0.003239105,1.107799307,11,0,1
401,31,3333,0,3,444.65625,4.267846431,0.000884434,0.272452607,3,0,1
402,221,146,0,3,10.23423423,15.45578231,0.007772021,0.314240853,5,0.000110914,1
403,42,16,6,5,4.046511628,10.23529412,0.064220183,1.615565564,14,0.099937435,1
404,412,257,35,14,31.73365617,50.79844961,0.061465721,9.11543487,99,0.360969549,1
405,2,2747,0,1,171,0.186681223,0.000361011,0.124481317,1,0,1
406,60,2747,0,14,573.4590164,12.72962154,0.00533049,1.422604265,29,0.000321656,1
407,166,2747,0,42,441.8383234,26.85116448,0.015219647,4.429549826,73,0.002201059,1
408,14,2747,0,6,478.2666667,2.61062591,0.002160605,0.578491093,11,0.000163076,1
409,26,2747,0,4,122.1481481,1.20014556,0.001792115,0.578057623,5,0,1
410,94,2747,0,32,489.6315789,16.9268559,0.012376238,3.499259639,54,0.000941772,1
411,10,2747,0,5,745.7272727,2.985080058,0.001802451,0.442025012,5,0,1
412,84,2747,0,18,416.8705882,12.8944687,0.008127208,2.328511757,37,0.002377774,1
413,250,2747,0,43,352.0079681,32.15211063,0.015131137,4.450597312,78,0.002096722,1
414,142,2747,0,37,463.4545455,24.11717613,0.013226592,3.670666447,62,0.000802957,1
415,268,373,0,9,33.04832714,23.77005348,0.017377567,1.16379497,11,0,1
416,20,275,0,4,12.9047619,0.981884058,0.012269939,0.680253443,6,0.006289844,1
417,14,275,0,7,31.06666667,1.688405797,0.028571429,1.513465391,13,0.014276721,1
418,39,2608,0,1,48.925,0.750095822,0.000374813,0.087131981,1,0,1
419,53,2608,0,2,31.44444444,0.650824071,0.00074599,0.227932777,2,0,1
420,55,2608,0,2,36.875,0.791490993,0.001118568,0.313894125,3,0,1
421,31,2608,0,3,95.40625,1.170180146,0.001128668,0.32006213,3,0,1
422,135,2608,0,0,41.21323529,2.148332695,0.001086169,0.467773201,3,0,1
423,1,2608,0,1,3,0.002299732,0.000380228,0.207111645,1,0,1
424,43,2608,0,2,81.06818182,1.367190494,0.000748783,0.173835488,2,0,1
425,3,2608,0,1,167.75,0.257186662,0.000379939,0.073830359,1,0,1
426,2,2608,0,0,114,0.131084707,0,0,0,0,1
427,19,62,19,12,21.5,6.825396825,0.25,4.62988017,42,0.254699702,1
428,5,697,0,1,66,0.567335244,0.00284495,0.310140722,4,0.003569533,1
429,131,697,49,3,52.12878788,9.858166189,0.033222591,11.12905166,114,0.294474768,1
430,5,2371,0,2,303.3333333,0.767284992,0.001258389,0.320141414,3,0,1
431,17,2371,0,3,143.3333333,1.087689713,0.001252087,0.316894659,3,0,1
432,9,2371,0,1,81.7,0.344435076,0.00041841,0.100565041,1,0,1
433,14,2371,0,3,167.2,1.057335582,0.001253656,0.322002497,3,0,1
434,15,2371,0,3,126.125,0.850758853,0.001253133,0.323074907,3,0,1
435,3,2371,0,0,26.75,0.045109612,0,0,0,0,1
436,1,2371,0,1,318,0.268128162,0.000419815,0.10733644,2,8.99E-05,1
437,789,1375,4,11,39.07468354,22.43386628,0.015313225,4.376287305,33,0,1
438,234,1375,0,23,97.14468085,16.59084302,0.01569366,2.393945392,25,0,1
439,139,123,9,2,11.3,12.75806452,0.03960396,2.764793563,24,0.247131552,1
440,1528,1224,3,9,31.63440157,39.48489796,0.007890961,2.691461554,22,0,1
441,2,13,0,2,1.333333333,0.285714286,0.018867925,0.445083651,2,0,1
442,7,1785,0,1,74.875,0.335386338,0.000557103,0.104589289,1,0,1
443,78,1785,214,18,162.7848101,7.200447928,0.079236977,70.28703664,216,0,1
444,21,1785,0,3,237.7272727,2.928331467,0.00166021,0.324275815,3,0,1
445,145,581,0,53,70.4109589,17.66323024,0.068322981,6.840748516,99,0.030400618,1
446,704,801,0,21,49.69787234,43.68703242,0.021462106,3.518307773,43,0.004118824,1
447,2,801,0,0,66.66666667,0.249376559,0,0,0,0,1
448,20,449,0,3,43.42857143,2.026666667,0.003571429,0.545384694,8,0.002829771,1
449,1,449,0,1,20,0.088888889,0.000905797,0.161067166,1,0,1
450,2034,2020,281,87,70.91941032,71.41068778,0.004894089,60.82209872,320,0,1
451,196,2020,0,39,158.9695431,15.49579416,0.024601367,6.734635514,94,0.030400788,1
452,174,2020,0,50,230.92,19.99554676,0.028162512,6.862437374,92,0.009429939,1
453,52,2020,0,2,237.2264151,6.221177635,0.001427212,0.263984982,3,0,1
454,720,2020,133,92,120.1830791,42.87580406,0.043569923,26.83529316,325,0.285300888,1
455,193,2020,0,11,79.07731959,7.590796635,0.007174888,1.951266969,27,0.005960513,1
456,2,66,0,1,6,0.268656716,0.013513514,0.143573362,1,0,1
457,1837,3358,120,161,119.6539717,65.47305746,0.041602465,33.85141258,443,0.516130999,1
458,556,3358,0,152,326.7827648,54.18815124,0.042208654,18.46642603,252,0.04623789,1
459,351,3358,275,117,336.5142045,35.26436439,0.053798034,47.58720779,301,0,1
460,404,3358,0,83,289.6345679,34.92170289,0.023874118,10.00416972,136,0.022782323,1
461,1,4661,0,0,134.5,0.057700558,0.000209732,0.077968063,1,0,1
462,12,4661,0,4,158.1538462,0.441012441,0.00104712,0.470374466,5,0,1
463,63,3813,0,45,2266.203125,38.02753015,0.012757095,5.608854076,93,0.008659634,1
464,83,3813,0,57,2239.309524,49.31882538,0.017169615,7.586242259,121,0.012372162,1
465,71,3813,0,53,2152.166667,40.62821185,0.015633142,7.112452493,117,0.015305054,1
466,37,3813,0,30,2325.710526,23.17173571,0.008613939,3.891989626,66,0.007056686,1
467,101,3813,0,70,2124.911765,56.82773991,0.021055368,9.34316106,149,0.015484934,1
468,3,3813,0,0,261,0.273728369,0,0,0,0,1
469,35,677,0,6,80.55555556,4.277286136,0.008163265,0.530134195,6,0,1
470,33,677,0,3,48.20588235,2.41740413,0.006811989,0.58182787,8,0.002344425,1
471,13,677,0,1,31.28571429,0.646017699,0.001392758,0.090663108,1,0,1
472,35,495,0,17,57.83333333,4.197580645,0.026275116,2.710035032,33,0.036106932,1
473,38,495,0,9,29.56410256,2.324596774,0.0152207,1.602101101,10,0,1
474,11,2443,0,3,478.3333333,2.348608838,0.001218027,0.253766859,3,0,1
475,17,2443,0,0,155.0555556,1.14198036,0.000809717,0.302275961,2,0,1
476,131,2443,0,19,272.1060606,14.69639935,0.008973859,2.428313487,34,0.002509866,1
477,114,2443,0,30,317.9565217,14.9611293,0.01541502,4.602206973,71,0.014309855,1
478,2,2443,0,1,180.6666667,0.221767594,0.000814664,0.266725183,2,0,1
479,384,1599,0,49,165.238961,39.760625,0.025218734,5.06635953,49,0,1
480,26,1599,0,14,239.962963,4.049375,0.008641975,1.682682543,25,0.005958649,1
481,97,2343,0,34,572.0102041,23.91510239,0.01411374,3.172358318,34,0,1
482,33,2343,5,7,132.6176471,1.923634812,0.003117693,0.960367403,16,0.003102403,1
483,897,2343,344,71,172.564588,66.11049488,0.023766878,54.25816242,345,0,1
484,178,2343,0,39,199.5698324,15.24018771,0.015694165,4.42457455,68,0.00817665,1
485,59,2343,0,27,596.5833333,15.27090444,0.011354079,2.557715569,27,0,1
486,197,2343,0,48,260.0808081,21.96928328,0.019238477,5.225516238,73,0.00831415,1
487,449,249,52,15,19.93111111,35.876,0.000607337,11.48012328,60,0,1
488,102,249,0,8,23.33009709,9.612,0.024930748,0.967027116,13,0.002048312,1
489,554,317,6,13,17.03783784,29.73584906,0.021582734,3.07447574,46,0.012722251,1
490,44,5887,0,20,1122.311111,8.577445652,0.003377237,1.887084,20,0,1
491,1,5887,0,0,227,0.077105978,0,0,0,0,1
492,80,5887,0,37,1066.074074,14.66576087,0.006227908,3.507886867,37,0,1
493,40,5887,0,13,931.6585366,6.487432065,0.002194093,1.208660587,13,0,1
494,110,5887,0,42,1020,19.22894022,0.007039893,4.018826412,42,0,1
495,34,5887,0,17,956.6285714,5.686480978,0.002874049,1.67461523,17,0,1
496,38,5887,0,16,1117.538462,7.402173913,0.002702703,1.465208884,16,0,1
497,426,5887,0,103,683.3325527,49.55553668,0.016556824,10.21149621,103,0,1
498,53,5887,0,7,615.8148148,5.647758152,0.001177658,0.657844063,7,0,1
499,48,5887,0,24,1215.489796,10.11531929,0.004052685,2.300332518,24,0,1
500,9,5887,0,3,637.7,1.083050272,0.00050813,0.311600682,3,0,1
501,17,5887,0,7,832.5,2.545006793,0.001184834,0.669191794,7,0,1
502,47,74,26,6,19.64583333,12.57333333,0.141361257,5.434449459,52,0.266126804,1
503,73,4615,0,31,903.8918919,14.49046794,0.006855184,3.090029359,32,0,1
504,189,4615,113,31,244.7421053,10.07387348,0.029048945,29.90009533,146,0,1
505,975,4615,1305,162,389.8893443,82.43760832,0.023812546,238.8897703,1313,0,1
506,103,4615,0,39,831.5769231,18.73570191,0.008743869,3.969060749,41,0,1
507,28,4615,0,11,638.1724138,4.009315425,0.002368648,1.106526428,11,0,1
508,208,4615,461,55,553.1435407,25.04484402,0.037558308,79.61168282,467,0,1
509,68,4615,0,25,955.9275362,14.28921144,0.005568644,2.470833055,26,0,1
510,10,4615,0,1,180.7272727,0.43067591,0.000647389,0.404747845,3,0,1
511,116,4615,0,40,662,16.77946274,0.008719694,4.109994598,50,0.001431706,1
512,24,4615,0,4,291.12,1.576689775,0.001291712,0.638716616,7,0.000411862,1
513,44,20707,0,10,1104.022222,2.399121113,0.000529585,1.005584651,11,0,1
514,2,20707,0,0,2270.666667,0.328954993,0,0,0,0,1
515,19,20707,0,1,1207,1.16573305,4.82E-05,0.093746251,1,0,1
516,1,20707,0,1,166.5,0.016080742,4.82E-05,0.113928937,1,0,1
517,1,20707,0,0,2115,0.204268882,0,0,0,0,1
518,2,20707,0,0,2306.333333,0.334122078,0,0,0,0,1
519,8,20707,0,1,29.11111111,0.012652115,4.82E-05,0.153922523,1,0,1
520,3,20707,0,0,1075.75,0.207794089,0,0,0,0,1
521,33,20707,0,4,1037.676471,1.703737686,0.000192613,0.37311114,4,0,1
522,7,20707,0,0,1441.625,0.556934518,0,0,0,0,1
523,1,20707,0,0,862,0.083252849,0,0,0,0,1
524,10,20707,0,1,476.4545455,0.253090593,4.82E-05,0.088790532,1,0,1
525,12,20707,0,0,227.4615385,0.142795055,0,0,0,0,1
526,62,20707,6,5,55.3968254,0.1685339,0.000335458,1.888302729,7,0,1
527,1,20707,0,0,1739.5,0.168002704,0,0,0,0,1
528,10,20707,0,0,687.3636364,0.36512459,0,0,0,0,1
529,63,20707,10,3,839.265625,2.593828472,0.000569422,2.040615894,12,0,1
530,33,20707,0,4,699.7941176,1.148976241,0.000192613,0.473698116,4,0,1
531,3,20707,0,0,1578.5,0.304906316,0,0,0,0,1
532,15,20707,0,2,223.6875,0.172831756,9.64E-05,0.275632676,2,0,1
533,13,20707,0,0,949.6428571,0.642022407,0,0,0,0,1
534,3,20707,0,0,1591,0.307320842,0,0,0,0,1
535,4,20707,0,0,1451.2,0.350395982,0,0,0,0,1
536,2,20707,0,0,1144,0.16573305,0,0,0,0,1
537,7,20707,0,1,1302,0.502994012,4.82E-05,0.097531932,1,0,1
538,66,20707,0,5,745.0895522,2.410710836,0.000240396,0.549015046,5,0,1
539,31,20707,0,4,1215.21875,1.877873286,0.000192632,0.368284477,4,0,1
540,181,20707,0,37,823.3021978,7.235899169,0.00196379,4.148161602,41,0,1
541,247,20707,0,46,679.1129032,8.133088661,0.002244723,4.781724527,47,0,1
542,4,20707,0,0,731,0.176501835,0,0,0,0,1
543,31,20707,0,2,224.40625,0.346774194,0.000144467,0.369095446,3,0,1
544,41,20707,0,7,1139.261905,2.310652888,0.000336992,0.609467296,7,0,1
545,109,20707,0,15,690.9545455,3.670320649,0.000768086,1.580202087,16,0,1
546,1,20707,0,0,862,0.083252849,0,0,0,0,1
547,1,20707,0,0,1666.5,0.160952289,0,0,0,0,1
548,11,20707,0,4,1445,0.837357543,0.000192818,0.360782929,4,0,1
549,4,20707,0,0,1318.6,0.31837937,0,0,0,0,1
550,1,20707,0,0,1142.5,0.110343828,0,0,0,0,1
551,3,20707,0,0,1089.25,0.210401777,0,0,0,0,1
552,7,20707,0,2,471.125,0.182006954,9.64E-05,0.230764793,2,0,1
553,1,20707,0,0,25,0.002414526,0,0,0,0,1
554,6,1808,0,2,228.7142857,0.885019348,0.001646542,0.329419506,3,0,1
555,227,1808,0,37,253.1140351,31.9016031,0.020958084,3.948501657,42,0,1
556,1293,1589,4,31,31.49227202,25.62955975,0.020651033,7.899271648,110,0.05232034,1
557,79,1589,0,9,114.0125,5.736477987,0.005966587,1.118224059,10,0,1
558,7,1589,0,3,173.375,0.872327044,0.001862197,0.417107008,3,0,1
559,289,1589,20,18,52.43103448,9.562893082,0.014020619,4.329315253,34,0,1
560,29,1589,0,6,68.3,1.288679245,0.006150062,1.597064934,10,0,1
561,192,1589,0,16,106.5233161,12.93018868,0.010674157,2.019386753,19,0,1
562,1,349,0,0,2.5,0.014285714,0,0,0,0,1
563,30,958,15,10,102.6774194,3.319082377,0.018078021,3.324485143,37,0.068846296,1
564,279,958,110,59,64.78571429,18.91553702,0.046452085,25.82870421,239,1.309685272,1
565,471,6328,0,104,854.4724576,63.72428504,0.016117108,10.80151528,191,0.004235729,1
566,131,6328,0,43,1406.75,29.33970611,0.006936951,4.3437459,85,0.001480966,1
567,94,6328,0,33,1458.484211,21.89224206,0.005262343,3.202504171,67,0.001158304,1
568,154,6328,0,70,1471.316129,36.0331806,0.01079414,6.695869094,125,0.002389873,1
569,105,6328,0,49,1325.924528,22.20698373,0.007588663,4.609738141,87,0.001163011,1
570,76,6328,0,42,1668.350649,20.29751936,0.006683245,4.063180188,81,0.001167721,1
571,44,6328,0,11,611.2666667,4.346184231,0.001709667,1.170503519,19,0.000731893,1
572,32,6328,0,23,1026.363636,5.351556328,0.003588144,2.221192889,23,0,1
573,214,6328,74,42,268.0744186,9.10665192,0.011904762,12.63495157,88,0,1
574,262,6328,0,86,1115.612167,46.35898246,0.01338403,8.453081815,150,0.002350961,1
575,36,6328,0,19,1765.459459,10.32106178,0.003116721,1.872470876,40,0.000583114,1
576,110,6328,0,54,1379.18018,24.18849739,0.008675445,5.519152193,100,0.00248135,1
577,110,6328,0,41,1254.009009,21.99320588,0.00633694,3.892445795,75,0.001462927,1
578,55,6328,0,34,1900.928571,16.81971875,0.005607477,3.371550096,69,0.001022438,1
579,365,6328,0,110,1033.983607,59.7942803,0.016831981,11.16985633,199,0.005861971,1
580,183,294,0,4,31.83152174,19.85423729,0.030172414,1.694397475,25,0.006573052,1
581,14,453,0,1,52.13333333,1.72246696,0.004282655,0.18446836,2,0,1
582,11,3376,0,1,64.41666667,0.228901392,0.000551724,0.170320763,2,0,1
583,67,3376,0,4,40.44117647,0.814332248,0.001359434,0.464340322,5,0,1
584,1,3376,0,0,62.5,0.037015102,0,0,0,0,1
585,1,4087,0,1,93,0.045499022,0.000239234,0.138525074,1,0,1
586,44,4087,0,14,193.4888889,2.129892368,0.003563792,1.962885539,27,0.009582113,1
587,597,4087,28,89,76.59866221,11.20499022,0.030483905,22.64738551,280,0.437595573,1
588,23,4087,0,0,127.25,0.747064579,0,0,0,0,1
589,71,4087,0,23,160.875,2.833414873,0.009019701,5.631425538,71,0.065080079,1
590,102,4087,0,42,132.3592233,3.334882583,0.012771996,8.461987396,106,0.112235609,1
591,2,4087,0,0,147.3333333,0.108121331,0,0,0,0,1
592,3,4087,0,0,463,0.453033268,0,0,0,0,1
593,11,4087,0,8,194.8333333,0.571917808,0.001912503,1.171158398,16,0.01003726,1
594,10,4087,0,6,325.2727273,0.875244618,0.00191296,1.147227424,16,0.014063944,1
595,14,4087,0,7,232.5333333,0.853228963,0.001911132,0.982426006,13,0.003179512,1
596,12,4087,0,6,190.3846154,0.605430528,0.001912046,1.18005147,16,0.010631621,1
597,7,4087,0,2,346.25,0.677592955,0.000477897,0.240040271,2,0,1
598,4,78,0,0,8.8,0.556962025,0,0,0,0,1
599,1,78,0,0,0,0,0,0,0,0,1
600,6,5699,0,3,790.2857143,0.970526316,0.000875657,0.523630629,5,0,1
601,5,5699,0,2,754.3333333,0.794035088,0.00035014,0.185157539,2,0,1
602,93,5699,0,45,999.4787234,16.48263158,0.007991661,4.738749871,46,0,1
603,88,5699,0,38,601.9662921,9.399122807,0.007998609,5.4455851,81,0.014193288,1
604,48,5699,0,40,1333.306122,11.46175439,0.007172848,4.178644797,51,0.004828176,1
605,118,5699,140,68,547.3109244,11.42631579,0.024610748,22.27946098,262,0.34690158,1
606,12,5699,0,6,729,1.662631579,0.001049869,0.624934264,6,0,1
607,83,5699,0,28,829.547619,12.22491228,0.005206526,3.049325477,30,0,1
608,232,5699,0,126,991.0128755,40.50982456,0.022195458,13.71845024,129,0,1
609,36,5699,0,17,1021.648649,6.631754386,0.003143007,1.711295716,18,0,1
610,104,5699,0,60,1334.32381,24.57964912,0.010780734,5.918420999,62,0,1
611,8,373,0,4,97,2.334224599,0.013089005,0.747503517,10,0.008061562,1
612,2,78,0,1,5.666666667,0.215189873,0.010204082,0.143284021,1,0,1
613,93,354,18,18,42.37234043,11.21971831,0.054135338,5.806114258,70,0.187859002,1
614,4,147,1,1,3.2,0.108108108,0.004140787,0.254327686,2,0,1
615,2,4327,0,0,21,0.014556377,0,0,0,0,1
616,10,4327,0,5,278.5454545,0.707948244,0.001378676,0.636541792,6,0,1
617,1,4327,0,1,171,0.079020333,0.000229991,0.125595522,1,0,1
618,1,4327,0,0,53.5,0.024722736,0,0,0,0,1
