,Source,Sink,Label
610268,213284,4517985,1
610371,213445,4198932,1
611336,214501,2314625,1
611428,214501,3217471,1
612804,214631,2230247,1
613248,214631,3101099,1
613497,214631,3597973,1
614508,214842,2018456,1
615609,215109,3498655,1
615752,215109,4191410,1
615908,215813,564537,1
619388,219155,705099,1
619548,219155,900270,1
619712,219155,1094830,1
619801,219155,1198584,1
619864,219155,1281645,1
620090,219155,1540080,1
620263,219155,1766910,1
621162,219155,2884643,1
621233,219155,2962381,1
623075,219367,3432007,1
623920,221831,2168114,1
624656,222227,307546,1
624760,222227,1838158,1
624844,222227,3152312,1
625093,222416,3046955,1
625994,224163,1665008,1
626526,224586,2228739,1
627025,225865,633639,1
627625,226540,130201,1
627721,226540,170057,1
628129,226540,353450,1
628847,226540,672588,1
628866,226540,683114,1
629408,226540,941473,1
629514,226540,989268,1
629580,226540,1016812,1
629684,226540,1073335,1
629766,226540,1114594,1
630102,226540,1267842,1
630336,226540,1373072,1
630972,226540,1668873,1
631049,226540,1707467,1
631366,226540,1845895,1
631780,226540,2026787,1
633440,226540,2773524,1
633475,226540,2799454,1
634127,226540,3112654,1
634304,226540,3190846,1
634526,226540,3296049,1
635029,226540,3519269,1
635443,226540,3715328,1
635923,226540,3939268,1
637109,226540,4450291,1
637759,226540,4758831,1
638006,226608,58135,1
638219,227235,74059,1
638548,227235,925555,1
639075,227235,2368809,1
640859,228353,345039,1
641278,228353,1449462,1
641295,228353,1492125,1
641449,228353,1886569,1
641508,228353,2033014,1
641559,228353,2163294,1
641913,228353,3082163,1
642203,228353,3857244,1
642747,228444,355179,1
643343,228444,1836546,1
643500,228444,2282614,1
644463,228636,1496402,1
644593,228886,1262056,1
644844,229703,914136,1
645040,230192,3241251,1
645348,230289,4017722,1
645839,230875,3571214,1
646182,232646,128901,1
648698,233704,2248040,1
649268,235431,2873299,1
651028,236728,1663627,1
651605,236836,1058736,1
652386,237756,1305409,1
652800,238046,897526,1
654668,238974,4011334,1
655141,240062,2380325,1
655577,240570,812385,1
655936,240570,2438894,1
655993,240570,2719955,1
656333,240570,4293515,1
656393,240570,4581495,1
656450,240632,10867,1
656749,240632,2971338,1
656852,240632,3736282,1
656867,240632,3860604,1
660491,242107,4677543,1
660562,242842,610114,1
660673,243499,3251061,1
660903,244197,2660060,1
660911,244197,2842369,1
661017,244197,4411186,1
662147,244334,1912222,1
662796,244334,3243964,1
663613,244444,89399,1
664547,244444,3334086,1
665106,244959,4267733,1
665346,245479,257268,1
666471,245479,1526577,1
666504,245479,1567811,1
667120,245479,2241669,1
667257,245479,2384966,1
667575,245479,2751928,1
667802,245479,3000804,1
667911,245479,3114355,1
667949,245479,3163568,1
667971,245479,3185548,1
668189,245479,3453140,1
668688,245479,3988112,1
668861,245479,4180808,1
669925,246244,896386,1
671128,246244,3253246,1
671399,246244,3809518,1
671725,246244,4451264,1
671991,247200,985997,1
672252,247200,4190114,1
672258,247200,4253538,1
672335,247842,61729,1
672811,247842,1224530,1
672844,247842,1318126,1
673068,247842,1881892,1
673320,247842,2516076,1
673342,247842,2569009,1
673442,247842,2835006,1
673613,247842,3320462,1
674213,247842,4850365,1
674729,248330,807364,1
675079,248330,1943077,1
675248,248330,2553978,1
677571,249932,4586442,1
677609,249932,4760539,1
677729,250102,53917,1
677741,250102,65703,1
678336,250102,740546,1
678388,250102,810137,1
679201,250102,1712513,1
679777,250102,2362457,1
679781,250102,2368559,1
679949,250102,2560055,1
680901,250102,3573931,1
681207,250102,3934873,1
681599,250102,4361544,1
682167,250177,146390,1
683127,250177,1293807,1
683604,250177,1857892,1
683866,250177,2178079,1
684219,250177,2589752,1
684292,250177,2684777,1
684457,250177,2891010,1
685175,250177,3795126,1
686299,251039,810533,1
686442,251039,1955761,1
687482,251770,3964900,1
687839,251829,962889,1
688633,251829,3638272,1
688833,251829,4282637,1
689044,252353,2303403,1
689257,252905,123118,1
689274,252905,149400,1
689531,252905,438754,1
689547,252905,449449,1
690702,252905,1741136,1
690726,252905,1766320,1
690932,252905,2003628,1
691029,252905,2110512,1
691495,252905,2599043,1
691934,252905,3059452,1
692047,252905,3180042,1
692406,252905,3575052,1
692751,252905,3976657,1
692767,252905,3989108,1
692791,252905,4023471,1
693930,253116,3992865,1
694327,253352,112376,1
694386,253352,139440,1
694692,253352,274658,1
695241,253352,536375,1
695322,253352,577916,1
695472,253352,648353,1
695702,253352,751518,1
697479,253352,1600589,1
698337,253352,2022233,1
698575,253352,2139977,1
698661,253352,2174458,1
699980,253352,2816500,1
700577,253352,3091435,1
700834,253352,3208616,1
701122,253352,3336947,1
701276,253352,3408198,1
701335,253352,3438381,1
701368,253352,3457134,1
701559,253352,3550123,1
701729,253352,3628878,1
701871,253352,3683064,1
702205,253352,3845995,1
702333,253352,3905222,1
702791,253352,4100198,1
703245,253352,4310072,1
704229,253352,4735070,1
704873,253393,2767849,1
705120,253393,4592203,1
706339,253406,2878804,1
706485,253406,3227331,1
706555,253406,3400114,1
706905,253406,4251371,1
707026,253406,4568490,1
707064,253406,4663100,1
707330,255132,93580,1
707598,255132,1032503,1
707646,255132,1244040,1
707683,255132,1416754,1
708227,255132,3266198,1
708999,255791,3026986,1
709055,255791,4255252,1
709070,255791,4507659,1
709116,256172,742911,1
709152,256172,2536800,1
710013,256736,1824878,1
710419,256817,1722860,1
710743,256864,2533668,1
711030,256866,4011503,1
712718,256934,704370,1
713176,256934,903446,1
713209,256934,916611,1
713241,256934,928330,1
714171,256934,1318910,1
714539,256934,1474045,1
715193,256934,1756967,1
715492,256934,1883258,1
716198,256934,2165537,1
716804,256934,2427201,1
716838,256934,2440355,1
717873,256934,2860326,1
718431,256934,3101081,1
719302,256934,3468650,1
720617,256934,4006841,1
721478,256934,4372351,1
722192,256934,4669254,1
723878,257573,1544048,1
724051,257573,2294081,1
724209,257573,3055390,1
725266,258483,3000321,1
725959,258641,2768492,1
726775,259575,4886,1
727745,259575,345145,1
727791,259575,362454,1
728067,259575,455994,1
728328,259575,544501,1
729525,259575,952163,1
729778,259575,1034209,1
730256,259575,1197776,1
730378,259575,1245225,1
731029,259575,1469876,1
731413,259575,1604084,1
731469,259575,1622895,1
732019,259575,1824373,1
732033,259575,1831712,1
732057,259575,1839288,1
732894,259575,2124284,1
733549,259575,2351361,1
733617,259575,2372884,1
733940,259575,2490637,1
734631,259575,2724794,1
734722,259575,2753464,1
736459,259575,3359320,1
737380,259575,3697610,1
737896,259575,3882946,1
737977,259575,3914500,1
739247,259575,4343942,1
739329,259575,4372954,1
739370,259575,4384913,1
740763,260226,1025273,1
740992,260860,300298,1
741132,260860,690694,1
741340,260860,1241621,1
741436,260860,1513135,1
742183,260860,3360303,1
742494,260860,4186985,1
742711,260860,4725554,1
743364,261665,1108030,1
744035,261665,4349687,1
744498,262738,1436562,1
746077,262893,1990581,1
746503,262893,2504286,1
746866,262893,2952990,1
748335,262893,4844549,1
751631,268323,3720824,1
751858,268333,1900620,1
751895,268333,2209136,1
752116,268333,4242724,1
752403,268451,3415003,1
753924,268844,554240,1
754014,268844,636899,1
754298,268844,905815,1
754489,268844,1084612,1
754622,268844,1199524,1
755065,268844,1636710,1
755611,268844,2111725,1
756067,268844,2568228,1
756101,268844,2599727,1
757158,268844,3594986,1
757808,268844,4210844,1
757872,268844,4269373,1
758179,268844,4585573,1
759207,269261,706871,1
759401,269625,817110,1
759868,269982,47077,1
760048,269982,142129,1
760485,269982,382608,1
761112,269982,717727,1
761196,269982,765089,1
762784,269982,1624148,1
762799,269982,1630599,1
762890,269982,1673437,1
762945,269982,1708720,1
763935,269982,2231624,1
764112,269982,2325732,1
764684,269982,2634995,1
764941,269982,2778954,1
765063,269982,2835267,1
765202,269982,2918352,1
765388,269982,3015285,1
768709,269982,4815641,1
768877,270189,1038576,1
768881,270189,1144882,1
768986,270189,2932216,1
769947,271405,728428,1
770433,271405,3879410,1
771317,272576,4856197,1
771338,272633,45610,1
772342,272633,2920962,1
772935,272633,4750274,1
773187,272660,3487259,1
774534,273363,251008,1
774648,273363,301587,1
774984,273363,445890,1
775227,273363,555127,1
775337,273363,606356,1
775345,273363,610098,1
776590,273363,1141958,1
777057,273363,1346683,1
777232,273363,1430278,1
777664,273363,1618902,1
777892,273363,1723559,1
778604,273363,2042569,1
780248,273363,2763282,1
780279,273363,2778740,1
780313,273363,2792391,1
781560,273363,3351259,1
781756,273363,3432733,1
781938,273363,3505355,1
782688,273363,3846644,1
782902,273363,3935366,1
783500,273363,4213976,1
783628,273363,4267965,1
784177,273363,4506296,1
784412,273363,4617181,1
785095,273505,3445563,1
785332,274427,151737,1
785370,274427,236221,1
787411,274427,3769754,1
787625,274427,4143628,1
787869,274427,4513721,1
788565,275999,1926926,1
789113,276114,1711147,1
789446,276216,111498,1
789513,276216,134963,1
789527,276216,140618,1
789717,276216,210905,1
789891,276216,278802,1
790437,276216,497262,1
790469,276216,512249,1
793063,276216,1530598,1
793480,276216,1670715,1
794401,276216,2033581,1
795685,276216,2511577,1
795997,276216,2638831,1
796117,276216,2693199,1
796942,276216,3009870,1
797117,276216,3073417,1
797157,276216,3087523,1
797249,276216,3123082,1
797392,276216,3171327,1
797800,276216,3332043,1
798665,276216,3649734,1
799452,276216,3962231,1
800121,276216,4231963,1
800588,276216,4402757,1
800782,276216,4476719,1
800787,276216,4478306,1
801086,276216,4597092,1
801178,276216,4633241,1
802596,276263,2771690,1
803894,276502,1413424,1
804071,276502,1822322,1
804187,276502,2087131,1
804209,276502,2136404,1
804727,276502,3256604,1
805878,278011,3029823,1
805892,278011,3203423,1
807053,279538,331598,1
808686,280171,1331405,1
809286,280171,2209977,1
810020,280171,3263111,1
810064,280171,3323429,1
810230,280171,3555861,1
810763,280171,4375114,1
811315,280426,2896191,1
811419,280426,4635903,1
811643,281939,151400,1
811762,281939,457199,1
811772,281939,478645,1
812007,281939,1000106,1
812075,281939,1173440,1
812585,281939,2433051,1
812997,281939,3433639,1
814297,282129,1445383,1
814536,282129,2010135,1
814590,282129,2154935,1
816195,282836,2072817,1
816798,283009,2358032,1
818096,283907,1020529,1
818529,283907,2040749,1
818885,283907,2875366,1
818896,283907,2906241,1
819120,283907,3483930,1
819172,283907,3619302,1
820005,283997,3006008,1
820591,284214,453914,1
820905,284214,3214150,1
821392,284877,53751,1
821467,284877,178692,1
822323,284877,1469355,1
823063,284877,2547626,1
823250,284877,2847926,1
823350,284877,2993728,1
825114,285124,580157,1
825266,285124,734671,1
825431,285124,911142,1
826047,285124,1626115,1
826124,285124,1722771,1
827040,285124,2810595,1
827172,285124,2968284,1
827822,285124,3661714,1
827890,285124,3741017,1
827947,285124,3806867,1
828296,285124,4205013,1
828395,285124,4319911,1
828719,285124,4696266,1
829349,286378,1856629,1
829437,286378,3245731,1
830592,287627,3032451,1
830747,287948,2244782,1
832528,288324,3431145,1
833625,288329,3336117,1
834080,288947,945992,1
835350,289673,530200,1
835812,289767,2405812,1
836032,289876,393142,1
838814,290670,1564513,1
839492,290670,2428341,1
840046,290670,3143312,1
841034,290670,4402567,1
841084,290670,4471842,1
841762,291112,4693079,1
841785,291126,1436562,1
842106,291591,1894298,1
842729,292085,3141618,1
843290,292648,2515308,1
843335,292648,2753848,1
844192,292847,3454055,1
844656,293410,450114,1
845264,293410,2199445,1
846357,293665,279670,1
846483,293665,620472,1
847012,293665,2031914,1
847305,293665,2845649,1
847696,293665,3864171,1
848701,294412,4052991,1
850046,296722,768269,1
850117,296722,1017024,1
851380,298014,267263,1
851558,298564,14982,1
851980,298564,339050,1
852240,298564,516223,1
853501,298564,1546056,1
854147,298564,2047190,1
854707,298564,2502169,1
854875,298564,2637062,1
855626,298564,3208564,1
856492,298564,3909542,1
856502,298564,3914135,1
857007,298564,4282492,1
857288,298564,4485028,1
858267,299865,967006,1
858334,299865,1195451,1
858348,299865,1212464,1
858897,299865,3007087,1
859536,299865,4840577,1
859881,300239,2924941,1
860444,300298,873247,1
860489,300298,977232,1
860938,300298,2059601,1
862004,300298,4689050,1
862007,300298,4697327,1
862284,301061,4561936,1
864243,302204,1140217,1
865057,302204,2262783,1
865627,302204,3046805,1
865902,302204,3443033,1
866479,302204,4302145,1
866514,302204,4340572,1
866621,302204,4488629,1
867106,302309,1489221,1
867490,302309,3919897,1
867843,302328,549409,1
868593,302470,528513,1
869401,303574,3400444,1
869765,305584,612789,1
870301,306486,1232840,1
871337,307250,126723,1
871546,307250,154942,1
871858,307250,199479,1
873694,307250,444922,1
873868,307250,468757,1
874114,307250,503719,1
874710,307250,580380,1
875061,307250,619696,1
875353,307250,659665,1
875381,307250,663697,1
875542,307250,684182,1
876316,307250,791220,1
876822,307250,857101,1
877826,307250,991080,1
878446,307250,1073531,1
879327,307250,1199253,1
879696,307250,1252564,1
880027,307250,1295088,1
880524,307250,1363456,1
881460,307250,1488479,1
882006,307250,1557855,1
882300,307250,1596394,1
883095,307250,1704633,1
883144,307250,1712100,1
884163,307250,1850771,1
884526,307250,1896275,1
886326,307250,2143871,1
886358,307250,2146721,1
886688,307250,2192464,1
887537,307250,2310439,1
888864,307250,2495154,1
888984,307250,2511503,1
891864,307250,2907414,1
891923,307250,2915304,1
891929,307250,2916056,1
891948,307250,2917587,1
893960,307250,3190514,1
895277,307250,3373759,1
896188,307250,3501237,1
897044,307250,3617759,1
898928,307250,3877346,1
898998,307250,3888305,1
900180,307250,4065215,1
900248,307250,4077312,1
900914,307250,4164506,1
901074,307250,4182984,1
902407,307250,4364064,1
902420,307250,4365284,1
902705,307250,4406188,1
903356,307250,4504150,1
903417,307250,4512467,1
904670,307250,4686089,1
904731,307250,4692943,1
905221,307250,4763516,1
905610,307250,4815809,1
906761,308504,682059,1
908695,309382,813824,1
909245,309382,1429026,1
909501,309382,1704330,1
909686,309382,1891104,1
909787,309382,1983289,1
910351,309382,2559988,1
911425,309382,3747720,1
912080,309382,4442669,1
912298,309382,4696210,1
913240,309725,859219,1
913334,309725,1621606,1
914023,309729,4069182,1
914459,310278,1561509,1
915428,310708,1668163,1
916682,310957,1760760,1
917143,311091,2368206,1
917330,311091,4424293,1
918168,311390,2462036,1
919543,312275,2796516,1
919550,312275,2831006,1
919918,312275,4326078,1
921528,314689,56618,1
921550,314689,373109,1
921809,315254,53043,1
923577,315254,2218648,1
923743,315254,2428259,1
923971,315254,2716644,1
924375,315254,3242953,1
924574,315254,3497375,1
924914,315254,3912646,1
925540,315254,4597984,1
926414,316330,72574,1
926614,316330,502485,1
927001,316330,1525895,1
927967,316330,4035398,1
927969,316330,4036882,1
928218,316330,4618470,1
928631,317253,1773896,1
928799,317706,308560,1
928932,317706,3403497,1
928977,317776,134568,1
929327,318045,1644156,1
929479,318045,2742361,1
930070,318090,667050,1
930461,318090,1690917,1
931651,318090,4520863,1
931926,318646,529812,1
931999,318646,803867,1
932351,318646,2252084,1
933159,318661,1308199,1
933581,318999,1831279,1
933857,319011,1340473,1
934179,319157,1999429,1
936002,320344,1948345,1
936321,320344,2366448,1
937103,320344,3334986,1
937541,320344,3917124,1
937689,320344,4100679,1
937948,320344,4408118,1
938455,320791,2293038,1
938531,320791,3996950,1
939034,321701,2166147,1
940050,324079,725571,1
940220,324108,948768,1
940686,324108,4559767,1
941268,325060,1178312,1
941772,325060,3806535,1
941795,325060,3916084,1
941822,325060,4073550,1
942978,326344,2730826,1
942999,326344,2845919,1
943524,326676,3187174,1
943901,326686,2181210,1
944150,326686,3766168,1
944313,326686,4815919,1
947444,333786,453802,1
947472,333786,558015,1
947864,333786,2391963,1
948348,333887,9617,1
948397,333887,76456,1
948761,333887,555496,1
949636,333887,1752254,1
949829,333887,2005923,1
950577,333887,3016139,1
951562,333887,4356133,1
952038,334130,2046234,1
952704,337208,513935,1
952734,337208,600465,1
953116,337208,1831299,1
953635,337208,3370963,1
954160,337280,264020,1
954326,337280,885928,1
954708,337280,2312383,1
955981,338194,1336993,1
956577,338208,2263129,1
958065,339563,351880,1
958868,339563,850017,1
959456,339563,1236684,1
959596,339563,1323781,1
960318,339563,1803884,1
960821,339563,2123557,1
962077,339563,2914734,1
962665,339563,3293674,1
962944,339563,3487259,1
963543,339563,3876737,1
964313,339563,4356421,1
965121,339791,2166159,1
966177,339807,3973468,1
966667,340006,2419956,1
966862,340160,209965,1
966906,340160,283180,1
967013,340160,484017,1
967267,340160,968553,1
967743,340160,1806275,1
968016,340160,2265041,1
968433,340160,3074962,1
968587,340160,3336329,1
969033,340160,4179346,1
969105,340160,4310711,1
969565,341036,3238273,1
969588,341036,3978787,1
970144,342627,3816775,1
970782,343833,752169,1
970806,343833,892512,1
971251,343833,2519890,1
973716,344933,2207325,1
973923,344933,3342078,1
974059,344933,4160619,1
974736,345047,1086519,1
976313,345047,4138860,1
976833,345277,1774382,1
976907,345277,2839760,1
977394,345926,4145680,1
977445,345926,4844009,1
977585,346443,1878948,1
977711,346443,4425618,1
978102,346869,3243066,1
978183,346869,4008042,1
978570,347640,1099455,1
979154,347640,3755420,1
979943,347798,1588402,1
980169,347798,2240421,1
981089,348068,2207248,1
981121,348068,3260109,1
982287,348913,2528278,1
982721,348913,4753948,1
982852,349174,3802943,1
983147,349289,2999819,1
983225,349289,4351124,1
984840,350651,4128627,1
985181,352669,518545,1
987212,354670,3932712,1
987690,354788,276034,1
987697,354788,278646,1
988166,354788,672059,1
989672,354788,1916585,1
990319,354788,2456851,1
990515,354788,2620698,1
990692,354788,2755250,1
990860,354788,2912520,1
991705,354788,3598240,1
992065,354788,3898092,1
992791,354788,4479370,1
992913,354788,4575205,1
993838,354904,25617,1
993897,354904,29026,1
994056,354904,35578,1
994307,354904,48583,1
994471,354904,55831,1
994549,354904,59448,1
994683,354904,65618,1
994876,354904,74401,1
995082,354904,83822,1
995956,354904,123349,1
996306,354904,139641,1
996878,354904,166484,1
997486,354904,193092,1
997585,354904,197632,1
998922,354904,261506,1
